"","species","decimallongitude","decimallatitude","issues","countryCode","individualCount","occurrenceStatus","coordinateuncertaintyinmeters","institutionCode","gbifID","references","basisOfRecord","year","month","day","eventDate","geodeticDatum","datasetName"
"82","Pilosella officinarum",-4.269086,53.074815,"cdround,gass84","GBR",NA,"PRESENT",24,"iNaturalist","2609247310","https://www.inaturalist.org/observations/42870045","HUMAN_OBSERVATION",2020,4,22,"2020-04-22T19:10:38","WGS84","iNaturalist research-grade observations"
"83","Pilosella officinarum",10.04456,56.179724,"cdround,gass84","DNK",NA,"PRESENT",5,"iNaturalist","2609329337","https://www.inaturalist.org/observations/42384348","HUMAN_OBSERVATION",2020,4,17,"2020-04-17T14:22:06","WGS84","iNaturalist research-grade observations"
"84","Pilosella officinarum",-2.471369,53.832054,"cdround,gass84","GBR",NA,"PRESENT",23,"iNaturalist","2609332174","https://www.inaturalist.org/observations/42406726","HUMAN_OBSERVATION",2020,4,17,"2020-04-17T16:02:58","WGS84","iNaturalist research-grade observations"
"85","Pilosella officinarum",-1.508493,48.044161,"cdround,gass84","FRA",NA,"PRESENT",17,"iNaturalist","2609338322","https://www.inaturalist.org/observations/42461378","HUMAN_OBSERVATION",2020,4,18,"2020-04-18T12:36:25","WGS84","iNaturalist research-grade observations"
"86","Pilosella officinarum",7.736484,47.872046,"cdround,gass84","DEU",NA,"PRESENT",53,"iNaturalist","2609338509","https://www.inaturalist.org/observations/42455478","HUMAN_OBSERVATION",2020,4,18,"2020-04-18T09:44:01","WGS84","iNaturalist research-grade observations"
"87","Pilosella officinarum",-2.54947,51.532305,"cdround,gass84","GBR",NA,"PRESENT",4,"iNaturalist","2610985699","https://www.inaturalist.org/observations/43061354","HUMAN_OBSERVATION",2020,4,24,"2020-04-24T13:18:24","WGS84","iNaturalist research-grade observations"
"88","Pilosella officinarum",-2.534371,51.454436,"cdround,gass84","GBR",NA,"PRESENT",7,"iNaturalist","2610993876","https://www.inaturalist.org/observations/43095474","HUMAN_OBSERVATION",2020,4,24,"2020-04-24T14:53:42","WGS84","iNaturalist research-grade observations"
"89","Pilosella officinarum",8.069116,50.809463,"cdround,gass84","DEU",NA,"PRESENT",10,"iNaturalist","2611011751","https://www.inaturalist.org/observations/43316473","HUMAN_OBSERVATION",2020,4,25,"2020-04-25T15:33:41","WGS84","iNaturalist research-grade observations"
"90","Pilosella officinarum",-74.85827,40.264913,"cdround,gass84","USA",NA,"PRESENT",85,"iNaturalist","2611075387","https://www.inaturalist.org/observations/43877174","HUMAN_OBSERVATION",2020,4,26,"2020-04-26T12:23:00","WGS84","iNaturalist research-grade observations"
"91","Pilosella officinarum",6.255696,49.714103,"cdround,gass84","LUX",NA,"PRESENT",10,"iNaturalist","2611102537","https://www.inaturalist.org/observations/43048807","HUMAN_OBSERVATION",2020,4,24,"2020-04-24T11:58:02","WGS84","iNaturalist research-grade observations"
"92","Pilosella officinarum",11.208043,46.588683,"cdround,gass84","ITA",NA,"PRESENT",7,"iNaturalist","2611172281","https://www.inaturalist.org/observations/43306205","HUMAN_OBSERVATION",2020,4,25,"2020-04-25T14:36:54","WGS84","iNaturalist research-grade observations"
